server_name,returner_name,surface,axis,value,n_points,top_choice,top_prob,second_choice,second_prob,exploit_gap
Dzmitry Zhyrmont,,,Overall,16.45590927789874,85,Wide,0.49411764705882355,T,0.4235294117647059,0.07058823529411767
Edouard Roger Vasselin,,,Overall,7.890673506681645,229,Wide,0.4585152838427948,T,0.388646288209607,0.06986899563318777
Eduardo Masso,,,Overall,5.33565840714223,101,Wide,0.48514851485148514,T,0.3069306930693069,0.1782178217821782
Eduardo Struvay,,,Overall,15.063147112514352,53,T,0.5094339622641509,Wide,0.39622641509433965,0.1132075471698113
Egor Gerasimov,,,Overall,18.116481025678976,778,Wide,0.5411311053984575,T,0.38046272493573263,0.1606683804627249
Elias Ymer,,,Overall,10.394773323642658,160,Wide,0.4875,T,0.38125,0.10625000000000001
Eliot Spizzirri,,,Overall,4.631581064791767,131,Wide,0.4198473282442748,T,0.3893129770992366,0.030534351145038163
Elliot Benchetrit,,,Overall,8.176251624322916,272,Wide,0.4264705882352941,T,0.4264705882352941,0.0
Elmer Moller,,,Overall,4.240021653783465,423,T,0.41134751773049644,Wide,0.39243498817966904,0.018912529550827395
Emil Ruusuvuori,,,Overall,4.669143624625649,2960,T,0.43682432432432433,Wide,0.36993243243243246,0.06689189189189187
Emilio Gomez,,,Overall,7.771342867104658,174,Wide,0.4827586206896552,T,0.3563218390804598,0.12643678160919541
Emilio Nava,,,Overall,9.220166889475623,380,Wide,0.48947368421052634,T,0.36578947368421055,0.12368421052631579
Emilio Sanchez,,,Overall,9.02637183800804,336,Wide,0.45535714285714285,T,0.40476190476190477,0.05059523809523808
Enzo Couacaud,,,Overall,14.115888435054359,218,T,0.5045871559633027,Wide,0.3944954128440367,0.110091743119266
Ergi Kirkin,,,Overall,0.2528757886126942,68,T,0.36764705882352944,Wide,0.3235294117647059,0.04411764705882354
Ernesto Escobedo,,,Overall,19.759475632947865,64,Wide,0.5,T,0.4375,0.0625
Ernests Gulbis,,,Overall,12.094732789430706,1343,Wide,0.4653760238272524,T,0.4221891288160834,0.04318689501116901
Ethan Quinn,,,Overall,9.13344413005781,509,T,0.481335952848723,Wide,0.37524557956778,0.106090373280943
Evan Furness,,,Overall,4.885744067619136,59,Wide,0.4067796610169492,T,0.4067796610169492,0.0
Evan King,,,Overall,24.678955237439403,106,Wide,0.49056603773584906,T,0.4716981132075472,0.018867924528301883
Evan Zhu,,,Overall,1.3584278155672647,58,Wide,0.39655172413793105,Body,0.3448275862068966,0.051724137931034475
Evgeny Donskoy,,,Overall,14.359883218164738,336,Wide,0.5,T,0.4017857142857143,0.0982142857142857
Evgeny Korolev,,,Overall,10.532520175360037,42,T,0.5238095238095238,Wide,0.3333333333333333,0.19047619047619052
Fabian Marozsan,,,Overall,13.414637481080483,1464,Wide,0.4808743169398907,T,0.41598360655737704,0.06489071038251365
Fabio Fognini,,,Overall,10.62778699436564,3217,Wide,0.4473111594653404,T,0.428660242461921,0.018650917003419365
Fabrice Santoro,,,Overall,15.956670109824078,982,Wide,0.5203665987780041,T,0.390020366598778,0.13034623217922608
Facundo Arguello,,,Overall,1.5111754374461994,60,Wide,0.38333333333333336,T,0.36666666666666664,0.01666666666666672
Facundo Bagnis,,,Overall,10.486641295179144,434,T,0.5069124423963134,Wide,0.35714285714285715,0.14976958525345624
Facundo Diaz Acosta,,,Overall,6.704599019898094,284,T,0.4471830985915493,Wide,0.3873239436619718,0.059859154929577496
Facundo Mena,,,Overall,9.918026173451766,54,Wide,0.5185185185185185,Body,0.3333333333333333,0.18518518518518517
Farrukh Dustov,,,Overall,6.754351491580124,141,Wide,0.4326241134751773,T,0.40425531914893614,0.028368794326241176
Federico Agustin Gomez,,,Overall,16.571793449267012,42,Wide,0.6190476190476191,T,0.23809523809523808,0.380952380952381
Federico Arnaboldi,,,Overall,8.340755709199133,45,Wide,0.4888888888888889,T,0.35555555555555557,0.1333333333333333
Federico Cina,,,Overall,8.70171200359403,221,Wide,0.4841628959276018,T,0.3665158371040724,0.11764705882352944
Federico Coria,,,Overall,12.806066905724778,669,Wide,0.4484304932735426,T,0.445440956651719,0.0029895366218236075
Federico Delbonis,,,Overall,6.056019916440025,1379,Wide,0.4423495286439449,T,0.3843364757070341,0.05801305293691078
Federico Gaio,,,Overall,15.14455377771381,123,Wide,0.4634146341463415,T,0.44715447154471544,0.01626016260162605
Federico Luzzi,,,Overall,5.023192622816552,89,Wide,0.4943820224719101,T,0.25842696629213485,0.23595505617977525
Feliciano Lopez,,,Overall,14.20628128866589,4465,T,0.4566629339305711,Wide,0.4474804031354983,0.009182530795072807
Felix Auger Aliassime,,,Overall,17.473887269245825,7359,Wide,0.4802282918874847,T,0.44489740453866017,0.03533088734882456
Felix Mantilla,,,Overall,10.459010103655963,443,Wide,0.5620767494356659,T,0.2528216704288939,0.30925507900677196
Fernando Gonzalez,,,Overall,17.26765191205245,4172,Wide,0.48609779482262705,T,0.43744007670182167,0.04865771812080538
Fernando Meligeni,,,Overall,4.197183650595715,61,T,0.45901639344262296,Wide,0.32786885245901637,0.1311475409836066
Fernando Romboli,,,Overall,4.283495731451847,46,T,0.41304347826086957,Wide,0.391304347826087,0.021739130434782594
Fernando Verdasco,,,Overall,12.83274845326573,3798,Wide,0.471563981042654,T,0.4215376513954713,0.05002632964718273
Fernon Wibier,,,Overall,2.594578640967915,93,T,0.43010752688172044,Wide,0.3333333333333333,0.09677419354838712
Filip Bergevi,,,Overall,17.073559083605172,71,Wide,0.5352112676056338,T,0.38028169014084506,0.1549295774647887
Filip Cristian Jianu,,,Overall,9.072514743899774,63,Wide,0.47619047619047616,T,0.38095238095238093,0.09523809523809523
Filip Dewulf,,,Overall,11.153707159535076,117,T,0.452991452991453,Wide,0.42735042735042733,0.02564102564102566
Filip Horansky,,,Overall,11.85531164039173,49,T,0.5102040816326531,Wide,0.3673469387755102,0.14285714285714285
Filip Krajinovic,,,Overall,19.69760014358681,1618,Wide,0.46909765142150806,T,0.46909765142150806,0.0
Filip Misolic,,,Overall,18.3235354914,418,T,0.5263157894736842,Wide,0.39952153110047844,0.12679425837320574
Filippo Volandri,,,Overall,1.2284779865093354,395,Wide,0.41012658227848103,Body,0.30886075949367087,0.10126582278481017
Fitriadi M Rifqi,,,Overall,12.282547585639858,46,Wide,0.5869565217391305,T,0.21739130434782608,0.36956521739130443
Flavio Cobolli,,,Overall,18.1839168745213,1685,Wide,0.5002967359050445,T,0.42789317507418395,0.07240356083086058
Flavio Saretta,,,Overall,8.205502766566465,129,Wide,0.4418604651162791,T,0.4108527131782946,0.031007751937984496
Florent Serra,,,Overall,16.218148285949276,72,Wide,0.5555555555555556,T,0.3472222222222222,0.20833333333333337
Florian Mayer,,,Overall,7.045068557646861,609,Wide,0.42036124794745483,T,0.42036124794745483,0.0
Frances Tiafoe,,,Overall,14.758750073965231,3479,T,0.4567404426559356,Wide,0.451279103190572,0.0054613394653635905
Francesco Maestrelli,,,Overall,10.905525463340116,77,Wide,0.5324675324675324,T,0.3246753246753247,0.20779220779220775
Francesco Passaro,,,Overall,7.105158967948277,141,Wide,0.46099290780141844,T,0.375886524822695,0.08510638297872342
Francisco Cerundolo,,,Overall,7.581801913921227,3143,Wide,0.47756920139993636,T,0.36080178173719374,0.11676741966274262
Francisco Clavet,,,Overall,3.023787540697165,196,Wide,0.45408163265306123,T,0.29591836734693877,0.15816326530612246
Francisco Comesana,,,Overall,18.595167778642008,609,T,0.5500821018062397,Wide,0.3727422003284072,0.17733990147783252
Francisco Llanes,,,Overall,8.870388063089774,47,T,0.48936170212765956,Wide,0.3617021276595745,0.12765957446808507
Franco Skugor,,,Overall,25.65390604381378,58,Wide,0.5172413793103449,T,0.4482758620689655,0.06896551724137934
Franco Squillari,,,Overall,8.195905755572475,160,T,0.4625,Wide,0.3875,0.07500000000000001
Frank Dancevic,,,Overall,26.664634525180574,125,Wide,0.624,T,0.328,0.296
Gabriel Decamps,,,Overall,4.069494769948722,74,Wide,0.43243243243243246,T,0.36486486486486486,0.0675675675675676
Gabriel Diallo,,,Overall,11.222608948675916,1096,Wide,0.4607664233576642,T,0.4197080291970803,0.04105839416058393
Gabriel Markus,,,Overall,4.4274585632964385,135,Wide,0.4444444444444444,T,0.35555555555555557,0.08888888888888885
Gabriele Felline,,,Overall,15.08903736375904,57,Body,0.6140350877192983,T,0.21052631578947367,0.4035087719298246
Gael Monfils,,,Overall,18.201487902381796,11039,Wide,0.4666183531116949,T,0.46317601231995653,0.0034423407917383853
Galo Blanco,,,Overall,37.09257749317414,47,Wide,0.5319148936170213,T,0.46808510638297873,0.06382978723404253
Gary Muller,,,Overall,6.916110927248454,117,Wide,0.4444444444444444,T,0.39316239316239315,0.051282051282051266
Gastao Elias,,,Overall,0.8840528567781392,50,Wide,0.4,Body,0.3,0.10000000000000003
Gaston Etlis,,,Overall,11.812799888829872,154,Wide,0.5584415584415584,T,0.2922077922077922,0.2662337662337662
Gaston Gaudio,,,Overall,15.565215477073346,623,Wide,0.46709470304975925,T,0.4462279293739968,0.02086677367576245
Gavin Van Peperzeel,,,Overall,21.924909585402432,52,T,0.5576923076923077,Wide,0.38461538461538464,0.17307692307692307
Genaro Alberto Olivieri,,,Overall,30.190649826066497,58,T,0.5172413793103449,Wide,0.46551724137931033,0.05172413793103453
George Bastl,,,Overall,14.70450795335867,75,T,0.48,Wide,0.4266666666666667,0.05333333333333329
Gerald Melzer,,,Overall,28.684139629983495,44,T,0.5227272727272727,Wide,0.45454545454545453,0.06818181818181818
Germain Gigounon,,,Overall,1.5111754374461994,60,Wide,0.38333333333333336,Body,0.36666666666666664,0.01666666666666672
Gianluca Mager,,,Overall,17.430107846298114,133,T,0.48120300751879697,Wide,0.44360902255639095,0.03759398496240601
Gianluigi Quinzi,,,Overall,20.904563928237827,109,Wide,0.5596330275229358,T,0.3761467889908257,0.18348623853211005
Gijs Brouwer,,,Overall,14.721626075265704,1105,T,0.46153846153846156,Wide,0.4461538461538462,0.015384615384615385
Gilles Arnaud Bailly,,,Overall,2.5338344237052945,195,T,0.441025641025641,Wide,0.3076923076923077,0.1333333333333333
Gilles Muller,,,Overall,19.421207348231473,1223,T,0.48896156991005724,Wide,0.4472608340147179,0.04170073589533935
Gilles Simon,,,Overall,16.98648211635121,4465,Wide,0.4653975363941769,T,0.45711086226203806,0.00828667413213885
Giorgio Galimberti,,,Overall,6.138409128128341,69,Wide,0.5072463768115942,Body,0.2753623188405797,0.23188405797101452
Giovanni Lapentti,,,Overall,2.2509570736335194,56,T,0.39285714285714285,Wide,0.375,0.01785714285714285
Giovanni Mpetshi Perricard,,,Overall,19.259066413760962,2541,Wide,0.4935064935064935,T,0.44155844155844154,0.051948051948051965
Giulio Zeppieri,,,Overall,19.495447766561124,255,Wide,0.5254901960784314,T,0.40784313725490196,0.11764705882352944
Goncalo Oliveira,,,Overall,15.190475175214068,207,Wide,0.5652173913043478,T,0.32367149758454106,0.24154589371980673
Gonzalo Escobar,,,Overall,22.41946116964978,102,T,0.5098039215686274,Wide,0.4411764705882353,0.06862745098039214
Gonzalo Lama,,,Overall,2.402296164151574,56,T,0.4107142857142857,Wide,0.35714285714285715,0.05357142857142855
Goran Ivanisevic,,,Overall,24.44988803875835,5329,Wide,0.48095327453556014,T,0.4803903171326703,0.0005629574028898632
Govind Nanda,,,Overall,23.074476267918286,60,T,0.55,Wide,0.4,0.15000000000000002
Greg Rusedski,,,Overall,15.784667388585827,1964,Wide,0.5162932790224033,T,0.3935845213849287,0.12270875763747457
Grega Zemlja,,,Overall,23.98996145267732,43,Wide,0.5581395348837209,T,0.3953488372093023,0.16279069767441862
Gregoire Barrere,,,Overall,15.90807197737859,917,Wide,0.5038167938931297,T,0.4089422028353326,0.09487459105779711
Grigor Dimitrov,,,Overall,16.29885845276884,12821,Wide,0.4817096950315888,T,0.4358474377973637,0.0458622572342251
Guido Andreozzi,,,Overall,12.74503031740377,153,Wide,0.5228758169934641,T,0.35947712418300654,0.16339869281045755
Guido Pella,,,Overall,15.718120887773546,1426,T,0.4894810659186536,Wide,0.423562412342216,0.06591865357643761
Guillermo Canas,,,Overall,11.60199130614984,436,T,0.48623853211009177,Wide,0.3944954128440367,0.09174311926605505
Guillermo Coria,,,Overall,13.782015515905721,1623,Wide,0.547751078250154,T,0.33518176216882317,0.21256931608133084
Guillermo Garcia Lopez,,,Overall,6.079757018783216,744,T,0.4153225806451613,Wide,0.41397849462365593,0.0013440860215053752
Guillermo Vilas,,,Overall,9.842419946642057,517,T,0.4526112185686654,Wide,0.4158607350096712,0.036750483558994185
Gustavo Kuerten,,,Overall,23.41022860817228,4723,Wide,0.5250899851789117,T,0.4295998306161338,0.09549015456277787
Guy Den Ouden,,,Overall,2.9465603409225882,300,Wide,0.4533333333333333,T,0.29333333333333333,0.15999999999999998
Guy Forget,,,Overall,14.443108280924587,1665,T,0.5021021021021022,Wide,0.4,0.10210210210210213
Hady Habib,,,Overall,12.984186440907441,89,T,0.5617977528089888,Wide,0.30337078651685395,0.25842696629213485
Hamad Medjedovic,,,Overall,18.775584136812775,738,T,0.5298102981029811,Wide,0.3983739837398374,0.13143631436314368
Harel Levy,,,Overall,10.91413797885078,125,Wide,0.496,T,0.376,0.12
Harold Mayot,,,Overall,20.743536214019407,47,Wide,0.5531914893617021,T,0.3829787234042553,0.17021276595744683
Harold Solomon,,,Overall,18.93069460306862,80,Wide,0.625,T,0.2625,0.3625
Harry Wendelken,,,Overall,6.655640029376231,183,T,0.4262295081967213,Wide,0.4098360655737705,0.016393442622950782
Hendrik Dreekmann,,,Overall,17.849679724559564,224,Wide,0.5580357142857143,T,0.35714285714285715,0.20089285714285715
Henri Laaksonen,,,Overall,22.611837504468724,270,Wide,0.5111111111111111,T,0.44074074074074077,0.0703703703703703
Henri Leconte,,,Overall,17.10654162242947,1451,T,0.554789800137836,Wide,0.3556168159889731,0.19917298414886286
Henri Squire,,,Overall,6.140814198544698,143,T,0.45454545454545453,Wide,0.3706293706293706,0.0839160839160839
Henrik Holm,,,Overall,24.16857929717038,175,Wide,0.49142857142857144,T,0.4685714285714286,0.022857142857142854
Henrik Sundstrom,,,Overall,16.71534172302809,59,Wide,0.576271186440678,T,0.3220338983050847,0.25423728813559326
Henrique Rocha,,,Overall,3.5881821560898253,116,Wide,0.4396551724137931,T,0.3448275862068966,0.09482758620689652
Henry Searle,,,Overall,16.31566135689354,115,Wide,0.5739130434782609,T,0.3217391304347826,0.2521739130434783
Hernan Casanova,,,Overall,3.404644946053148,69,Wide,0.43478260869565216,T,0.34782608695652173,0.08695652173913043
Hicham Arazi,,,Overall,22.253942137395942,77,Wide,0.5324675324675324,T,0.4155844155844156,0.11688311688311681
Hiroki Moriya,,,Overall,1.2182868090918064,51,T,0.4117647058823529,Wide,0.29411764705882354,0.11764705882352938
Ho Gi Kang,,,Overall,3.414451986341893,43,Wide,0.3953488372093023,T,0.3953488372093023,0.0
Holger Rune,,,Overall,16.422620940063748,5606,Wide,0.5128433820906172,T,0.402247591865858,0.11059579022475918
Horacio Zeballos,,,Overall,14.856726168271706,286,T,0.5,Wide,0.40559440559440557,0.09440559440559443
Hubert Hurkacz,,,Overall,22.636025584814412,24489,Wide,0.49989791334885053,T,0.4526930458573237,0.04720486749152686
Hugo Dellien,,,Overall,14.460639180009139,783,Wide,0.5363984674329502,T,0.35759897828863346,0.1787994891443167
Hugo Gaston,,,Overall,12.516401207998351,839,Wide,0.5303933253873659,T,0.3468414779499404,0.18355184743742553
Hugo Grenier,,,Overall,9.923264898984307,161,Wide,0.4472049689440994,T,0.422360248447205,0.0248447204968944
Hunter Reese,,,Overall,4.84421983162433,43,Wide,0.4883720930232558,Body,0.27906976744186046,0.20930232558139533
Hyeon Chung,,,Overall,6.041434598090289,660,T,0.41818181818181815,Wide,0.4106060606060606,0.007575757575757569
Hyung Taik Lee,,,Overall,16.06661730714427,59,Wide,0.4915254237288136,T,0.423728813559322,0.06779661016949157
Ignacio Buse,,,Overall,24.388084648533738,154,T,0.487012987012987,Wide,0.474025974025974,0.012987012987012991
Igor Andreev,,,Overall,21.00391801712469,687,Wide,0.49199417758369723,T,0.45269286754002913,0.0393013100436681
Igor Sijsling,,,Overall,16.71285780951861,135,Wide,0.6148148148148148,T,0.2518518518518518,0.362962962962963
Ilie Nastase,,,Overall,19.148380113657282,216,T,0.5694444444444444,Wide,0.35185185185185186,0.21759259259259256
Illya Marchenko,,,Overall,17.284670402853074,233,T,0.4978540772532189,Wide,0.4248927038626609,0.07296137339055797
Ilya Ivashka,,,Overall,5.805920595689818,840,Wide,0.45,T,0.37142857142857144,0.07857142857142857
Inaki Montes De La Torre,,,Overall,3.436639285717491,54,T,0.4444444444444444,Wide,0.3333333333333333,0.1111111111111111
Inigo Cervantes Huegun,,,Overall,29.925422316796624,179,T,0.6089385474860335,Wide,0.36312849162011174,0.24581005586592175
Irakli Labadze,,,Overall,3.906117582836832,133,T,0.42105263157894735,Wide,0.37593984962406013,0.045112781954887216
Ivan Dodig,,,Overall,9.170394042455754,262,T,0.48854961832061067,Wide,0.366412213740458,0.12213740458015265
Ivan Gakhov,,,Overall,0.584216700324458,88,T,0.375,Wide,0.3409090909090909,0.034090909090909116
Ivan Ivanov,,,Overall,20.917178162935212,52,T,0.5192307692307693,Wide,0.4230769230769231,0.0961538461538462
Ivan Lendl,,,Overall,19.491269507941855,11188,Wide,0.5185019663925634,T,0.41571326421165533,0.10278870218090808
Ivan Ljubicic,,,Overall,17.927360568091522,1447,Wide,0.4892881824464409,T,0.43814789219073946,0.05114029025570144
Ivo Heuberger,,,Overall,20.369333994118332,45,Wide,0.5555555555555556,T,0.37777777777777777,0.1777777777777778
Ivo Karlovic,,,Overall,19.692036597017037,3469,Wide,0.5272412799077544,T,0.4070337272989334,0.12020755260882099
Ivo Minar,,,Overall,10.07427309614297,84,T,0.5119047619047619,Wide,0.34523809523809523,0.16666666666666663
Izak Van Der Merwe,,,Overall,4.321257239961584,49,T,0.4489795918367347,Wide,0.3469387755102041,0.10204081632653061
J J Wolf,,,Overall,15.026254528870442,506,Wide,0.4782608695652174,T,0.4308300395256917,0.047430830039525695
Jack Brasington,,,Overall,6.387403789132207,120,T,0.4666666666666667,Wide,0.35833333333333334,0.10833333333333334
Jack Draper,,,Overall,21.18879732387573,2080,T,0.4913461538461538,Wide,0.4543269230769231,0.03701923076923075
Jack Sock,,,Overall,5.852652351748356,1285,Wide,0.4132295719844358,T,0.4132295719844358,0.0
Jacob Fearnley,,,Overall,14.681515176474791,275,T,0.4909090909090909,Wide,0.41454545454545455,0.07636363636363636
Jaime Faria,,,Overall,37.71854072742795,90,Wide,0.5666666666666667,T,0.43333333333333335,0.1333333333333333
Jaime Yzaga,,,Overall,10.509537604006603,344,Wide,0.44476744186046513,T,0.43023255813953487,0.014534883720930258
Jakob Hlasek,,,Overall,9.514977574230166,324,Wide,0.46296296296296297,T,0.4012345679012346,0.06172839506172839
